67, F, W, Y,44000,168292,2,1
48, F, B, N,62000,127636,5,1
33, M, B, Y,47000,47549,6,8
24, M, B, Y,49000,46833,9,4
31, F, B, N,65000,17406,1,0
62, F, B, N,42000,154482,1,1
25, M, W, N,40000,127372,8,7
55, M, W, Y,55000,165914,8,2
67, F, B, N,50000,156025,8,6
25, F, W, Y,27000,98011,8,2
34, F, B, N,36000,26425,3,0
24, F, B, Y,26000,40431,8,3
64, M, B, Y,34000,88762,1,7
65, F, B, Y,44000,33567,3,9
20, M, W, N,48000,82527,0,5
21, F, W, N,21000,88852,5,3
24, M, W, N,41000,33861,3,9
36, F, W, Y,20000,107051,5,4
53, F, W, N,33000,143692,7,9
51, F, B, Y,65000,130148,0,6
29, M, W, N,27000,122283,1,8
24, F, B, Y,39000,122465,5,6
68, F, B, Y,56000,65830,1,2
26, F, W, Y,31000,116641,4,4
29, M, B, Y,62000,50718,6,0
54, M, B, Y,64000,160077,3,6
25, F, W, Y,67000,141072,6,7
30, M, B, Y,46000,17494,5,8
43, M, W, N,27000,145224,8,6
44, F, B, Y,21000,65217,3,6
28, F, W, Y,55000,96720,7,1
38, M, W, Y,27000,52811,6,3
37, F, B, Y,65000,75491,1,6
69, M, W, Y,62000,127698,3,0
47, M, B, N,69000,104821,9,6
58, F, B, N,51000,78374,1,5
62, M, B, Y,46000,99724,2,8
62, M, B, Y,26000,151858,8,2
54, M, B, N,25000,42369,9,2
25, F, W, Y,45000,120993,3,3
26, M, W, Y,45000,120162,4,5
35, M, B, N,36000,37227,8,8
57, F, W, N,64000,122130,5,1
21, F, B, N,66000,64493,4,4
23, F, W, N,26000,149211,6,7
29, F, W, Y,47000,29825,9,3
54, M, B, Y,59000,94092,8,2
47, F, B, N,50000,166319,8,2
36, F, W, Y,35000,26208,2,8
36, M, B, N,22000,84080,4,4
29, F, B, Y,23000,137538,9,9
69, F, W, N,46000,84766,6,9
60, M, W, Y,62000,64810,9,5
54, M, W, Y,65000,15368,8,7
21, F, W, Y,51000,163750,4,5
67, M, B, Y,29000,16835,8,2
51, F, B, N,52000,151003,6,3
57, F, W, Y,30000,43187,3,2
33, M, W, Y,33000,169332,0,8
59, M, B, N,39000,26719,1,0
27, M, W, N,36000,91746,9,0
58, M, W, Y,38000,44948,3,6
67, M, B, N,41000,120160,5,4
24, F, B, N,50000,44903,5,8
63, F, W, N,65000,14227,4,9
24, M, B, Y,68000,160396,1,5
51, M, B, N,31000,85958,2,0
56, M, B, N,23000,137901,0,2
31, F, W, Y,63000,95756,8,4
44, F, B, N,57000,106652,2,8
31, F, W, Y,32000,65497,4,1
64, M, B, N,28000,168607,7,9
32, M, W, Y,25000,24272,7,4
51, M, W, Y,26000,163881,4,0
66, F, W, N,40000,62422,4,9
51, F, W, Y,58000,47284,7,0
31, M, B, N,48000,29488,7,2
32, M, B, Y,61000,71591,8,9
36, M, W, N,57000,11702,6,9
41, F, B, Y,59000,13163,4,4
21, F, B, Y,48000,44646,5,6
57, M, W, N,23000,75546,1,9
50, F, W, N,29000,116702,7,1
37, F, B, N,51000,66677,4,3
51, M, W, N,59000,118913,0,7
43, F, W, Y,64000,45313,0,2
69, F, B, N,25000,76889,8,4
22, F, W, Y,65000,72319,4,7
32, M, W, N,24000,80384,4,8
35, M, W, N,68000,102431,7,1
27, M, B, Y,28000,166152,2,4
48, M, W, Y,27000,132123,3,1
51, M, W, Y,60000,129729,9,5
66, M, W, N,50000,119205,2,3
20, F, B, N,60000,81752,8,5
62, M, B, N,49000,29769,6,5
68, M, B, Y,25000,44448,5,5
44, F, W, Y,32000,88123,8,6
41, F, W, N,63000,123904,0,4
69, F, B, Y,22000,65315,8,8
65, F, W, N,54000,113766,0,3
67, F, B, N,24000,161901,9,4
33, M, B, N,21000,145969,6,7
37, M, W, N,66000,160554,5,5
41, M, W, N,40000,44139,1,3
57, M, W, N,34000,124155,0,4
40, M, B, Y,41000,35284,0,3
40, M, W, N,30000,34994,8,4
46, F, B, Y,46000,75396,0,2
29, M, B, Y,30000,130689,4,5
20, F, W, N,69000,44609,5,1
39, M, B, Y,52000,52467,3,0
62, F, W, Y,58000,67500,5,4
25, F, W, N,36000,81419,2,4
67, F, W, N,64000,94206,5,3
46, M, B, Y,67000,98359,9,0
30, M, W, Y,62000,157936,2,8
38, M, W, Y,28000,102915,4,1
36, F, W, Y,61000,44538,2,8
38, F, B, Y,24000,87466,4,5
23, M, W, N,23000,29723,5,6
48, F, W, N,57000,141568,7,6
25, F, B, N,42000,59590,4,3
49, F, W, N,50000,102475,9,6
58, M, W, Y,31000,70054,7,9
44, F, B, Y,35000,27390,4,1
20, F, B, N,43000,20826,5,4
54, F, W, N,30000,83073,2,9
58, M, W, N,48000,19555,3,3
65, F, B, N,40000,88424,9,6
40, F, B, N,22000,151760,9,4
43, M, W, Y,29000,105675,4,0
60, F, W, N,31000,152177,8,0
26, F, W, Y,32000,155798,1,9
45, F, B, Y,62000,53155,1,5
36, F, B, N,26000,53784,6,9
58, M, W, Y,44000,105705,3,5
56, M, B, Y,44000,79384,0,4
47, F, B, N,34000,68853,4,1
25, M, W, Y,44000,38969,9,7
57, F, B, N,52000,82898,7,1
28, M, W, N,28000,74101,8,4
33, M, B, Y,45000,102221,6,7
67, M, B, Y,49000,52474,2,7
52, F, B, N,57000,23250,0,8
50, M, W, N,34000,16826,8,3
37, M, W, N,47000,123227,7,4
62, F, W, N,32000,47449,4,5
20, M, W, N,61000,25380,8,2
47, M, B, Y,37000,13943,5,5
30, F, B, Y,31000,46142,8,2
66, F, W, Y,69000,51806,3,2
44, F, W, Y,22000,20041,1,7
52, F, B, N,47000,79513,6,2
59, M, W, Y,32000,17864,6,4
43, F, W, N,59000,71699,3,2
42, F, B, N,39000,53761,3,5
42, M, B, N,23000,124062,2,7
47, F, W, N,20000,76868,3,6
63, F, B, Y,42000,25633,4,3
25, M, B, Y,27000,143107,7,1
31, F, B, Y,63000,14006,7,1
46, M, B, N,48000,62780,2,2
25, M, B, N,52000,109193,2,1
25, F, B, Y,25000,99567,6,8
54, F, W, Y,51000,101691,8,6
58, F, W, N,39000,16580,3,5
33, M, W, N,32000,70405,9,8
35, M, W, N,41000,45068,4,1
68, M, W, N,36000,66063,5,7
46, F, B, N,31000,31426,1,6
49, F, W, N,53000,35712,7,4
29, M, W, Y,27000,98110,1,0
34, F, B, N,55000,143963,3,9
69, F, B, Y,60000,114103,4,6
42, F, B, Y,39000,86581,2,1
44, F, B, N,51000,110533,3,3
20, F, B, Y,47000,32047,9,6
64, M, B, N,50000,137099,6,8
21, F, B, Y,35000,106739,6,9
32, F, W, Y,40000,14900,9,0
38, F, B, Y,64000,19326,3,2
39, M, B, N,40000,121307,5,3
58, M, W, Y,47000,140026,6,5
42, M, W, Y,20000,62512,1,4
45, F, B, N,62000,110337,6,3
23, M, W, N,25000,129348,1,5
50, F, B, Y,69000,58876,0,8
53, F, W, N,32000,72046,5,6
34, M, B, Y,48000,98939,4,0
23, F, W, N,23000,169520,7,6
20, F, W, Y,28000,63424,3,6
48, F, W, N,44000,168819,8,6
38, F, W, N,54000,32728,9,9
35, F, W, Y,61000,30376,3,0
53, M, W, Y,21000,11241,0,4
38, F, B, Y,38000,54670,8,2
69, F, B, Y,67000,28084,2,3
21, F, B, N,44000,85925,5,1
25, M, B, N,66000,57684,4,1
24, F, B, N,37000,88481,5,7
30, F, W, N,38000,155839,1,8
30, F, B, N,33000,111452,3,7
66, M, B, N,48000,126882,7,8
59, M, W, N,68000,97306,4,7
52, M, B, Y,40000,157571,6,6
42, M, B, N,60000,29974,6,3
21, F, W, N,32000,53341,5,3
53, M, W, Y,62000,158141,3,4
55, M, W, Y,67000,32523,1,3
54, M, W, N,49000,109312,2,1
30, F, B, Y,63000,154176,9,3
23, M, B, Y,31000,70308,0,4
44, F, B, Y,22000,135145,0,2
34, F, W, N,32000,49792,5,8
21, F, W, N,35000,71968,3,9
35, F, B, Y,43000,158468,5,9
69, F, B, Y,47000,63268,7,6
26, F, B, N,64000,82569,0,9
21, M, B, Y,57000,128243,8,3
47, F, B, N,67000,126260,1,8
69, M, B, N,48000,96891,2,8
67, M, B, Y,29000,158581,8,1
21, F, B, Y,25000,147580,9,8
39, F, B, N,22000,40561,6,8
40, M, B, Y,55000,147606,5,5
56, M, B, Y,59000,28118,2,6
64, F, B, N,44000,152344,4,9
44, F, W, Y,41000,166377,2,0
30, M, W, N,33000,138639,8,2
39, M, B, N,32000,131028,2,5
37, M, W, N,64000,128040,4,3
21, M, W, N,40000,52353,4,3
51, M, B, Y,24000,135519,7,6
34, F, W, N,37000,17540,5,8
40, M, W, N,55000,59294,3,8
21, F, B, Y,53000,146914,7,8
37, M, W, N,42000,147374,9,2
38, M, W, N,68000,139713,1,0
49, M, B, N,56000,156464,9,5
52, M, B, N,24000,105024,5,2
55, F, W, Y,44000,158847,9,2
66, M, W, Y,29000,53513,4,6
67, F, W, Y,55000,72866,9,7
37, M, W, N,61000,105574,7,3
59, M, B, N,65000,152640,2,2
68, M, W, Y,36000,151512,6,2
62, M, W, N,44000,72632,1,1
63, M, B, N,44000,139399,8,2
58, F, B, N,69000,42688,1,6
39, F, W, Y,58000,126215,9,6
42, M, B, Y,65000,69194,8,7
31, M, W, N,59000,67910,7,7
21, F, B, N,63000,77946,6,6
42, F, W, N,64000,164006,6,1
26, F, W, N,65000,134388,9,2
46, M, W, N,21000,52361,1,2
48, M, B, N,39000,36813,4,2
38, M, B, Y,20000,149729,1,1
42, F, B, Y,54000,158185,1,8
54, M, B, Y,29000,153734,3,8
28, M, W, N,67000,12173,3,0
25, F, W, N,69000,161884,7,1
24, M, W, Y,21000,19050,1,4
23, M, B, Y,60000,143253,8,5
55, F, B, N,68000,147065,8,7
30, M, W, Y,31000,98453,3,1
40, M, W, N,41000,24921,5,0
20, M, W, Y,46000,83522,9,2
44, F, W, N,46000,40979,9,7
59, F, B, Y,28000,113352,0,9
64, F, B, Y,58000,104817,6,5
27, F, W, N,37000,160287,9,5
52, F, W, Y,40000,146770,3,0
57, F, W, Y,27000,23504,9,3
32, M, B, Y,49000,71068,2,9
64, M, B, N,50000,164823,8,9
38, M, B, Y,38000,118207,6,1
28, M, W, N,65000,166541,1,1
42, F, W, N,63000,72172,1,8
40, F, W, Y,52000,146948,3,8
39, M, B, Y,67000,108139,6,1
47, F, B, Y,36000,109125,2,9
31, M, B, N,43000,36278,3,4
68, F, B, Y,28000,78660,1,1
36, M, B, N,37000,137290,0,6
55, M, B, Y,56000,85906,7,9
60, M, W, Y,22000,105291,1,4
52, M, B, N,41000,48402,6,6
27, F, W, N,65000,13679,1,0
32, F, W, Y,54000,129090,4,0
65, M, B, N,59000,59602,7,9
45, M, B, N,64000,105944,5,3
44, M, W, Y,52000,42660,1,9
52, M, W, Y,32000,168642,3,7
66, M, B, N,36000,53448,1,0
25, M, B, N,60000,157901,0,5
34, M, W, N,38000,47595,1,2
28, F, B, N,44000,63111,5,2
46, M, W, N,57000,20890,1,5
39, F, W, Y,40000,153871,1,9
26, M, B, N,67000,141147,2,1
30, M, B, Y,59000,121081,8,5
42, F, B, N,53000,72421,2,8
23, M, B, Y,65000,163191,9,0
57, F, W, Y,22000,127199,1,9
38, M, B, N,35000,113245,5,4
47, F, W, Y,36000,42199,2,6
32, M, B, N,66000,102334,2,8
48, F, B, N,25000,13396,5,6
30, F, B, Y,23000,55105,5,1
24, M, B, N,66000,25900,4,6
54, M, W, N,23000,152916,4,9
35, M, W, N,52000,114316,4,8
51, M, W, N,42000,120299,6,2
42, F, W, Y,59000,69202,0,6
24, F, B, Y,57000,30332,5,1
37, F, B, Y,68000,25263,6,5
59, M, W, N,28000,84549,4,9
64, F, W, Y,67000,46891,1,1
28, M, B, N,23000,63024,1,7
46, F, B, N,27000,66688,9,1
67, M, W, Y,50000,140238,2,1
60, F, B, Y,40000,132591,0,1
61, M, B, Y,30000,162367,6,6
46, M, W, Y,38000,159229,5,4
45, F, W, Y,59000,121608,5,9
20, M, W, Y,66000,19123,0,2
68, M, W, Y,52000,123178,4,0
52, F, W, N,50000,49383,0,9
29, F, B, Y,50000,100589,7,5
49, M, W, Y,45000,169485,9,0
40, M, B, N,65000,54858,1,2
35, M, B, Y,47000,165799,6,9
44, M, B, Y,55000,33244,9,3
51, M, B, Y,27000,58456,4,8
44, M, B, N,35000,63155,7,3
62, M, W, Y,23000,146199,6,3
69, M, B, N,50000,136849,6,5
55, F, W, Y,54000,44834,6,4
64, M, B, N,23000,62547,1,0
20, M, W, N,54000,74916,4,3
25, M, B, N,46000,157590,2,6
25, F, B, N,55000,74284,4,1
64, F, W, Y,42000,119259,0,9
59, F, B, N,59000,31072,3,7
61, F, W, N,40000,168890,8,9
62, M, B, N,41000,92828,6,8
21, M, W, Y,33000,124900,6,9
21, M, W, N,56000,107362,9,1
52, M, B, N,53000,100359,9,8
44, F, B, N,61000,10944,4,5
27, F, B, Y,45000,160724,9,0
33, M, B, Y,53000,19482,6,0
48, M, B, N,25000,157367,8,6
48, F, W, Y,57000,98303,5,8
64, M, B, N,32000,32518,3,5
38, M, W, Y,41000,146166,4,4
40, F, W, N,49000,131247,5,4
25, M, B, N,26000,129122,4,3
43, M, W, N,51000,136117,8,3
37, M, B, N,67000,79859,2,9
20, M, B, Y,63000,80121,1,9
44, M, W, N,33000,78146,1,1
65, M, B, Y,31000,53540,6,4
26, M, B, N,59000,48009,8,5
66, F, W, Y,30000,60345,3,5
47, M, B, Y,33000,47256,7,4
58, M, W, Y,40000,79753,8,6
42, M, W, N,30000,164987,1,2
61, F, B, N,25000,108589,5,6
68, F, W, Y,43000,142700,0,8
22, M, B, Y,29000,160055,7,0
44, F, W, Y,42000,154632,2,8
46, F, W, N,58000,74537,7,3
63, M, B, Y,67000,62948,4,1
53, F, W, N,67000,158092,8,1
68, M, B, Y,42000,103415,1,6
54, M, B, Y,60000,24209,7,7
62, F, W, Y,29000,77174,3,7
32, F, W, N,53000,94498,6,7
59, F, B, Y,55000,84241,1,4
25, F, W, N,54000,13915,0,6
20, M, W, Y,63000,114364,3,9
40, F, W, N,25000,116152,3,9
21, M, W, N,55000,10859,0,7
57, M, W, Y,29000,114825,8,9
48, F, W, Y,42000,83046,3,0
30, M, W, Y,46000,116069,6,9
60, M, B, Y,43000,122914,8,6
30, M, W, Y,62000,128177,6,8
41, F, B, N,33000,61646,3,5
37, M, W, Y,26000,43911,2,0
36, M, W, N,51000,101610,0,2
28, F, W, N,41000,31094,4,7
39, F, B, N,37000,119470,8,7
35, F, B, N,33000,27127,4,2
49, F, B, N,51000,96008,7,8
27, F, W, Y,25000,113040,1,0
27, M, B, Y,45000,168313,8,6
41, F, W, N,37000,62715,4,1
49, F, B, Y,42000,59941,4,6
27, M, B, Y,67000,82893,5,1
22, F, W, Y,42000,84684,9,2
60, M, W, N,39000,159606,5,6
25, M, B, Y,47000,39562,1,8
57, F, B, N,68000,106643,4,5
59, F, W, N,67000,22671,2,3
25, F, B, N,36000,51684,5,0
64, M, B, N,31000,51511,8,5
20, M, B, N,50000,15723,1,2
46, M, B, N,28000,37415,5,0
38, M, B, N,21000,161415,0,0
45, F, W, Y,24000,111708,1,6
66, M, B, Y,49000,125953,2,3
28, F, B, Y,23000,59219,1,9
41, F, W, N,21000,54119,5,3
46, M, B, Y,32000,14773,3,2
49, F, B, N,39000,67120,2,8
24, F, W, N,55000,138282,7,8
55, M, W, N,66000,62848,6,3
43, F, W, N,42000,64071,3,7
63, F, B, Y,21000,23173,1,8
62, F, B, Y,66000,80053,7,5
35, F, W, N,45000,83907,9,6
67, F, B, N,59000,112380,1,1
67, M, B, N,35000,143054,0,3
49, M, W, Y,62000,151210,0,6
50, F, B, Y,48000,102986,0,0
57, M, W, Y,51000,33184,3,5
32, F, B, Y,54000,122145,5,5
28, M, B, Y,55000,56273,6,0
28, F, W, N,47000,131927,2,5
69, F, B, Y,68000,102592,0,1
31, F, B, N,38000,154344,6,4
25, M, B, N,41000,104828,9,9
25, M, W, N,51000,116109,0,3
28, F, B, N,69000,91885,4,6
55, F, B, Y,24000,134762,7,9
37, M, B, N,54000,169391,2,2
61, F, B, N,62000,52459,4,0
41, M, W, N,24000,30680,0,6
61, F, B, Y,23000,73055,3,2
53, F, W, Y,55000,33881,8,6
21, M, B, N,50000,78097,7,6
51, M, B, N,22000,160729,2,1
55, F, W, N,60000,37367,8,3
69, M, W, N,37000,92735,1,2
42, F, B, Y,31000,129588,9,3
54, F, B, Y,65000,160334,6,0
59, M, B, N,65000,28912,4,8
37, M, B, Y,28000,80633,7,7
48, F, B, Y,59000,52839,9,6
49, F, W, N,49000,119393,6,1
48, F, W, N,58000,27167,3,7
56, F, W, N,55000,72858,8,1
22, M, W, N,28000,83608,7,9
63, M, B, N,45000,145068,5,5
42, F, B, N,36000,125702,8,2
48, M, W, Y,50000,156275,3,2
38, F, W, Y,37000,18640,0,1
50, M, W, Y,66000,118081,6,0
53, M, W, Y,53000,38630,0,2
28, M, W, N,23000,130940,8,9
68, F, W, N,55000,37433,5,5
66, F, W, N,27000,159629,3,2
38, F, W, Y,56000,137682,7,8
53, M, B, Y,31000,122330,8,0
55, F, W, Y,62000,54624,2,4
29, M, B, Y,47000,128933,1,8
69, M, B, N,56000,99903,9,7
23, M, B, N,59000,104199,5,7
59, F, B, N,36000,83001,7,6
34, F, B, Y,43000,151400,4,9
44, F, W, Y,63000,45983,2,5
55, F, W, Y,38000,12061,1,5
69, F, B, N,62000,87143,0,3
21, M, B, N,65000,17427,4,5
20, F, W, Y,53000,89205,9,2
60, M, W, Y,44000,47294,1,1
38, M, W, Y,39000,47680,9,4
43, M, B, Y,20000,91808,5,0
44, F, W, N,45000,135020,1,2
45, F, B, Y,23000,131874,0,7
37, F, B, Y,62000,156183,6,9
33, M, W, N,45000,133789,9,7
48, F, W, N,68000,11246,3,5
69, F, W, N,42000,33732,8,0
29, M, B, N,49000,100675,4,3
26, F, B, Y,61000,107729,8,2
43, F, W, N,30000,168895,6,8
20, F, W, Y,29000,82730,2,3
58, M, B, N,43000,81769,9,1
28, M, B, N,31000,24399,6,3
32, M, B, N,34000,153622,5,2
44, M, W, Y,29000,157275,1,4
68, M, W, Y,60000,119432,0,5
38, F, B, Y,44000,12897,2,3
63, F, B, Y,42000,47804,6,4
57, M, B, N,53000,61544,0,5
30, M, W, Y,61000,130371,9,5
69, M, W, N,62000,63194,3,8
62, F, B, Y,34000,163231,5,4
46, F, W, Y,41000,93345,9,3
46, F, B, Y,24000,56048,3,5
26, M, W, Y,33000,159305,8,6
49, M, B, Y,20000,24444,3,3
58, F, W, N,20000,122597,6,9
23, M, W, Y,34000,121313,8,0
23, M, B, N,20000,83079,1,6
32, M, W, N,45000,82672,2,8
30, F, B, N,26000,140433,2,9
61, F, B, Y,22000,23674,0,2
69, F, B, Y,50000,88619,7,3
40, M, W, N,47000,160419,3,0
51, M, B, Y,21000,118939,3,2
66, M, B, N,32000,13177,7,2
32, F, B, Y,25000,127328,5,7
34, M, W, Y,54000,146655,5,3
25, M, B, Y,20000,61501,1,4
35, F, B, N,31000,102924,3,7
29, F, W, Y,57000,103576,0,1
52, M, B, N,44000,142646,4,9
55, F, B, N,67000,163797,7,5
47, F, W, Y,43000,50208,9,5
42, M, B, N,58000,120994,6,1
32, M, W, Y,31000,138404,9,5
33, F, W, Y,22000,45392,8,4
46, F, B, Y,26000,28279,1,9
60, M, B, N,59000,159396,3,6
23, M, B, N,24000,99762,9,2
56, F, B, N,46000,11981,4,4
20, F, B, N,36000,148725,3,6
49, F, B, N,36000,62316,4,9
27, F, B, Y,61000,66070,7,4
38, M, W, Y,44000,108234,8,0
69, M, W, Y,22000,34493,0,1
38, M, W, N,61000,75185,7,1
20, M, B, N,60000,18528,7,5
53, M, B, N,55000,81289,8,1
29, F, B, Y,53000,123521,3,9
51, F, W, N,57000,94120,4,4
55, M, W, N,51000,79129,2,3
27, F, B, Y,62000,14848,1,3
28, M, W, Y,44000,143002,6,8
42, F, W, Y,39000,105345,0,3
58, F, B, N,69000,160239,5,5
56, M, W, Y,35000,113915,5,9
47, F, B, N,47000,114273,9,3
23, F, W, Y,49000,135233,3,7
36, M, W, Y,35000,104793,9,9
26, M, B, N,44000,40150,5,7
68, M, W, N,52000,128328,9,7
58, F, B, Y,28000,110975,7,0
38, F, W, Y,47000,77126,1,2
55, M, W, Y,69000,117853,8,2
22, F, B, Y,45000,91951,4,5
41, F, B, Y,39000,31880,8,1
34, F, W, N,52000,164416,5,4
43, F, W, N,21000,10566,6,5
30, F, W, N,32000,164485,7,5
41, M, W, N,68000,51283,0,1
36, F, B, N,33000,68765,2,0
43, M, W, N,53000,68307,4,4
38, M, B, N,69000,45216,6,1
32, F, B, N,32000,69099,3,4
39, F, B, N,29000,89898,9,2
32, M, W, Y,42000,145428,2,3
46, M, B, N,49000,71387,4,1
39, M, B, N,64000,34986,7,7
63, F, B, N,20000,118485,2,4
63, F, W, N,62000,129093,3,4
37, M, W, N,65000,46835,1,4
23, M, B, Y,52000,82142,9,0
52, F, B, N,35000,80094,1,7
62, F, B, N,23000,18387,7,0
41, F, W, Y,59000,41254,2,5
29, F, W, N,59000,91722,5,9
35, F, W, Y,39000,149767,5,2
56, M, W, N,47000,114048,3,8
57, M, W, Y,56000,40082,2,9
69, M, W, N,44000,47883,2,0
39, M, W, Y,37000,17218,8,6
50, M, B, Y,20000,118818,4,1
53, F, W, Y,38000,125015,0,2
22, F, B, Y,68000,143453,6,1
58, M, B, N,52000,162660,1,7
29, F, B, N,28000,108434,3,1
29, F, B, Y,44000,145144,6,9
24, F, B, N,44000,76224,5,2
42, M, B, N,29000,103252,7,3
61, F, B, Y,62000,93224,4,1
59, F, B, Y,20000,78719,2,3
68, M, W, Y,27000,15872,3,5
20, M, B, Y,56000,90179,6,5
31, F, W, Y,63000,10347,9,2
39, M, B, Y,36000,45533,4,0
43, F, B, N,52000,121501,1,5
58, F, B, Y,65000,96349,3,0
65, F, W, N,40000,66644,7,0
21, M, W, N,54000,49938,7,2
37, M, W, Y,53000,129810,3,8
49, F, W, N,49000,14717,1,2
45, M, W, Y,21000,72122,0,5
50, M, B, N,22000,14484,2,9
31, M, W, Y,31000,53890,0,8
28, M, W, Y,60000,27240,9,8
60, M, W, N,22000,84060,3,3
38, M, W, N,62000,24176,4,7
53, M, W, N,64000,152641,6,1
34, F, W, N,66000,104447,4,3
43, F, B, N,68000,41739,5,6
39, F, B, Y,27000,61367,8,9
69, F, B, N,53000,90815,9,0
36, M, B, Y,50000,155643,4,0
54, F, W, N,65000,71800,9,3
62, M, B, N,20000,111271,7,8
45, M, B, Y,66000,89688,2,3
59, F, W, N,64000,109731,3,2
45, F, W, N,24000,104228,6,8
42, M, W, Y,65000,78094,6,0
39, F, W, Y,20000,148352,2,4
26, M, W, N,69000,166665,2,2
65, M, B, N,50000,158951,8,4
32, M, B, Y,48000,71805,5,8
60, M, B, N,53000,135632,1,5
46, F, B, N,35000,19525,5,2
54, M, B, N,69000,103079,4,4
69, F, W, Y,61000,25518,3,4
69, M, B, Y,42000,32636,2,5
24, M, B, Y,32000,167214,3,1
27, M, B, Y,27000,78756,6,8
60, M, B, Y,61000,163509,1,1
37, F, W, N,60000,85916,0,9
62, M, B, N,69000,117786,2,3
42, F, B, N,24000,81643,3,1
28, F, B, Y,36000,159849,1,1
43, F, B, Y,27000,151268,5,5
33, M, W, N,36000,122397,3,1
64, F, W, N,21000,50027,7,5
42, F, W, N,34000,107670,8,5
41, F, B, Y,44000,68149,6,3
44, F, W, Y,37000,119878,8,0
56, F, B, Y,35000,64545,0,1
54, F, B, Y,51000,19052,1,7
62, F, W, Y,35000,24721,8,8
29, F, W, N,23000,131935,8,5
24, M, W, N,50000,98549,9,3
68, M, B, N,29000,15536,4,6
22, M, W, N,61000,33518,2,0
25, M, B, Y,29000,108977,5,9
31, F, B, N,26000,39083,9,4
64, M, B, N,66000,169260,5,0
34, M, W, Y,46000,37745,2,2
27, F, W, Y,49000,106564,9,7
23, F, B, N,62000,58488,4,2
58, F, W, N,35000,74722,1,4
68, F, B, N,21000,88190,8,6
33, F, B, Y,67000,72480,0,5
69, M, B, N,63000,136639,8,5
66, F, W, Y,63000,151172,0,2
61, M, B, Y,36000,30775,4,3
60, M, B, Y,28000,124440,0,9
59, F, B, N,20000,93794,8,6
52, M, W, N,20000,115619,5,4
33, M, B, N,41000,64719,1,6
51, M, B, N,67000,118409,4,4
29, M, W, Y,28000,54083,6,9
31, F, W, Y,25000,146470,6,9
48, F, W, Y,23000,11336,6,8
61, M, W, N,24000,27552,6,7
30, F, W, N,21000,139609,0,4
61, M, W, N,47000,17795,1,0
28, F, B, N,24000,93452,3,3
30, M, B, N,20000,91816,4,0
32, F, B, Y,56000,115181,5,5
30, F, W, N,37000,124215,4,9
20, M, W, Y,63000,105450,3,0
24, M, W, N,66000,18122,1,5
69, F, W, N,54000,23673,5,7
38, F, W, Y,48000,156409,9,2
64, F, W, Y,37000,93937,1,1
29, M, W, N,37000,31194,8,8
23, M, B, N,39000,132001,2,6
30, M, B, Y,40000,147259,2,6
56, M, W, N,24000,69041,1,9
58, F, W, N,24000,15011,0,3
42, F, W, Y,40000,107733,4,3
59, M, B, Y,67000,128609,2,3
21, M, B, N,67000,106328,4,1
55, M, W, Y,54000,24879,8,6
52, F, W, Y,36000,66318,6,7
60, M, B, N,55000,78651,6,3
28, F, W, Y,61000,119344,8,2
20, F, W, N,40000,10132,8,8
56, M, B, N,21000,48945,0,0
58, F, B, N,61000,79943,7,1
68, M, B, N,22000,22790,2,5
25, F, W, Y,46000,107457,5,8
64, M, W, Y,51000,91020,5,9
28, M, W, Y,66000,128041,1,1
63, F, B, Y,57000,46309,4,6
54, M, W, Y,32000,144848,0,7
30, F, B, N,20000,161280,6,7
39, F, W, N,63000,150766,0,6
52, M, B, Y,62000,158909,6,2
33, F, B, Y,63000,36173,5,3
51, F, W, Y,68000,51517,0,5
61, F, B, Y,65000,158088,7,9
55, F, B, Y,28000,124006,4,4
37, F, B, Y,54000,26383,5,4
31, M, B, Y,61000,96937,0,8
41, M, W, Y,64000,122643,1,8
51, M, B, Y,26000,105093,3,3
33, M, W, Y,20000,67332,0,5
65, M, W, N,57000,87143,3,9
52, F, W, N,60000,150866,6,4
51, F, B, N,39000,142034,6,4
48, M, B, Y,20000,164229,9,3
21, F, B, N,47000,127740,5,0
63, M, W, N,45000,64757,2,5
30, F, W, Y,36000,17983,0,0
34, F, B, N,51000,12711,8,7
53, M, W, Y,31000,12566,7,2
21, M, W, Y,48000,74268,2,3
45, M, W, Y,33000,76927,9,2
44, M, W, Y,39000,86548,9,8
64, M, W, Y,59000,66551,3,9
62, M, W, Y,38000,60314,1,9
21, M, B, N,53000,31857,4,4
61, F, B, N,29000,95961,4,4
42, F, B, Y,24000,19194,3,2
37, M, W, N,46000,108415,3,0
28, F, W, N,21000,163559,5,1
45, M, B, N,68000,16581,4,6
50, F, B, N,59000,148674,6,8
57, F, W, Y,33000,132954,2,1
59, M, B, N,52000,30036,5,4
21, M, W, N,45000,89017,7,3
41, F, W, Y,33000,136578,2,2
57, F, W, N,38000,112064,6,2
64, M, B, Y,37000,46550,2,3
40, F, B, Y,69000,29057,0,6
26, F, B, Y,62000,33260,7,1
39, M, B, Y,62000,53148,3,2
31, F, B, N,56000,96291,2,5
37, M, W, Y,52000,88499,7,0
62, F, B, N,62000,53822,6,2
20, F, W, N,36000,89009,5,5
67, M, W, Y,53000,51674,4,3
49, F, B, N,36000,46593,2,5
47, F, W, N,66000,84717,6,6
62, M, B, Y,32000,144615,4,7
38, M, B, Y,32000,46251,0,3
44, F, W, N,21000,52123,5,6
42, M, B, Y,39000,100986,7,3
61, F, B, N,46000,54490,1,0
